"","year","TL","sd","spp"
"92",1981,1.85614439436952,0.0317864820391967,"PALI"
"93",1982,1.85547534034033,0.031669817958396,"PALI"
"94",1983,1.85466289687345,0.0315123039803512,"PALI"
"95",1984,1.85370125163786,0.031314979341697,"PALI"
"96",1985,1.85258441852537,0.0310792719729951,"PALI"
"97",1986,1.85130626412285,0.0308070676431579,"PALI"
"98",1987,1.84986053134006,0.0305007934022198,"PALI"
"99",1988,1.84824093474522,0.0301634343454604,"PALI"
"100",1989,1.84644133444288,0.0297984687476912,"PALI"
"101",1990,1.84445524969096,0.0294104060160063,"PALI"
"102",1991,1.84227559378213,0.0290050038296321,"PALI"
"103",1992,1.83989515383733,0.0285893276809124,"PALI"
"104",1993,1.83730659995016,0.0281718205492071,"PALI"
"105",1994,1.83450249696027,0.0277626083390919,"PALI"
"106",1995,1.83147483967207,0.0273737447175028,"PALI"
"107",1996,1.82821566805212,0.0270193074757858,"PALI"
"108",1997,1.8247172701296,0.0267154451266575,"PALI"
"109",1998,1.82097228211374,0.026480314225157,"PALI"
"110",1999,1.81697438033391,0.0263338525054902,"PALI"
"111",2000,1.81271930838584,0.0262973362248235,"PALI"
"112",2001,1.80820373374508,0.0263925970096252,"PALI"
"113",2002,1.80342486430228,0.026641056972216,"PALI"
"114",2003,1.79838044221521,0.027062648040378,"PALI"
"115",2004,1.79306873740854,0.0276747440191138,"PALI"
"116",2005,1.78748854065947,0.0284912802937096,"PALI"
"117",2006,1.78163915622385,0.029522213969762,"PALI"
"118",2007,1.77552010435559,0.0307734311955825,"PALI"
"119",2008,1.7691301346829,0.0322471167682556,"PALI"
"120",2009,1.76246789467924,0.0339422677260274,"PALI"
"121",2010,1.7555321828819,0.0358554103086796,"PALI"
"122",2011,1.74832194011992,0.0379813685571483,"PALI"
"123",2012,1.74083624105821,0.040313958822004,"PALI"
"124",2013,1.73307428606446,0.0428465548368879,"PALI"
"125",2014,1.72503539340278,0.0455725076367934,"PALI"
"126",2015,1.71671899175548,0.0484854309469938,"PALI"
