"","year","TL","sd","spp"
"106",1995,1.04010967957823,0.0248582519267556,"PALI"
"107",1996,1.03719858787571,0.0246878327931274,"PALI"
"108",1997,1.03405955460258,0.0246258159862906,"PALI"
"109",1998,1.03068534512671,0.0246923861125439,"PALI"
"110",1999,1.02706979412564,0.0249072183044408,"PALI"
"111",2000,1.02320880362448,0.0252884540780996,"PALI"
"112",2001,1.01909920041503,0.0258516704132843,"PALI"
"113",2002,1.01473835530843,0.02660907692952,"PALI"
"114",2003,1.01012417691232,0.0275690653308645,"PALI"
"115",2004,1.00525510505431,0.0287361665357909,"PALI"
"116",2005,1.00013010378842,0.0301113852857383,"PALI"
"117",2006,0.994748653937897,0.0316928055203781,"PALI"
"118",2007,0.989110446798335,0.0334763510257455,"PALI"
"119",2008,0.983214368507659,0.0354566008321513,"PALI"
"120",2009,0.977059189957044,0.0376273687165126,"PALI"
"121",2010,0.970643828224656,0.0399821901272175,"PALI"
"122",2011,0.963967337982464,0.0425146917739454,"PALI"
"123",2012,0.957028903214533,0.0452188350430048,"PALI"
"124",2013,0.949827829253434,0.048089058024419,"PALI"
"125",2014,0.942363535138647,0.0511203426334559,"PALI"
"126",2015,0.934635546298346,0.0543082302892932,"PALI"
